345.22	26.570
345.43	26.570
345.65	26.570
345.86	45.500
346.08	175.000
346.29	-123.913
346.51	-22.523
346.72	6.061
346.94	-396.154
347.15	-22.581
347.37	92.784
347.58	121.622
347.80	177.662
348.01	174.877
348.23	120.912
348.44	111.373
348.66	83.762
348.87	90.353
349.09	87.342
349.30	77.169
349.52	75.294
349.73	78.694
349.95	78.239
350.16	82.486
350.38	82.153
350.59	74.396
350.81	74.578
351.02	77.120
351.24	74.107
351.45	75.164
351.67	77.556
351.88	75.217
352.10	72.928
352.31	68.222
352.53	70.460
352.74	70.256
352.96	69.053
353.17	68.624
353.39	71.007
353.60	72.442
353.82	74.017
354.03	74.551
354.25	76.026
354.46	72.040
354.67	66.564
354.89	63.032
355.10	68.254
355.32	65.654
355.53	66.943
355.75	69.151
355.96	70.601
356.18	71.735
356.39	73.869
356.61	77.922
356.82	79.117
357.04	73.400
357.25	74.916
357.46	76.210
357.68	75.568
357.89	70.420
358.11	69.816
358.32	72.573
358.54	68.911
358.75	69.289
358.97	72.382
359.18	76.543
359.40	76.015
359.61	77.941
359.82	81.292
360.04	79.130
360.25	79.114
360.47	74.257
360.68	73.344
360.90	72.259
361.11	67.979
361.32	69.572
361.54	71.709
361.75	70.913
361.97	70.380
362.18	71.040
362.40	74.533
362.61	72.965
362.83	71.767
363.04	75.495
363.25	76.096
363.47	76.570
363.68	72.131
363.90	73.393
364.11	71.497
364.32	72.873
364.54	71.702
364.75	68.832
364.97	72.894
365.18	73.777
365.40	72.209
365.61	72.220
365.82	71.874
366.04	70.654
366.25	68.869
366.47	68.916
366.68	72.705
366.89	73.676
367.11	72.747
367.32	70.706
367.54	68.575
367.75	66.594
367.96	67.330
368.18	68.862
368.39	67.179
368.61	68.393
368.82	65.404
369.03	69.467
369.25	70.525
369.46	70.990
369.68	71.092
369.89	74.266
370.10	75.890
370.32	76.280
370.53	78.677
370.75	76.290
370.96	78.297
371.17	75.771
371.39	73.441
371.60	73.537
371.81	75.568
372.03	74.555
372.24	76.043
372.46	74.950
372.67	75.769
372.88	75.991
373.10	74.110
373.31	72.530
373.52	69.206
373.74	71.021
373.95	71.303
374.17	73.127
374.38	72.758
374.59	72.803
374.81	71.266
375.02	68.107
375.23	71.071
375.45	70.031
375.66	69.975
375.87	72.262
376.09	75.514
376.30	75.951
376.52	81.254
376.73	77.576
376.94	77.747
377.16	80.271
377.37	86.364
377.58	86.472
377.80	89.012
378.01	91.533
378.22	93.191
378.44	93.372
378.65	93.408
378.86	92.713
379.08	93.976
379.29	96.022
379.50	98.478
379.72	99.081
379.93	101.753
380.14	103.660
380.36	103.356
380.57	102.957
380.78	103.188
381.00	100.430
381.21	102.527
381.42	103.846
381.64	104.063
381.85	103.266
382.06	105.165
382.28	106.296
382.49	106.157
382.70	106.817
382.92	107.452
383.13	107.160
383.34	109.565
383.56	110.247
383.77	111.696
383.98	111.777
384.20	113.274
384.41	113.999
384.62	114.712
384.83	116.020
385.05	117.058
385.26	118.242
385.47	120.110
385.69	120.980
385.90	121.897
386.11	122.388
386.33	123.276
386.54	123.621
386.75	123.862
386.97	124.401
387.18	124.428
387.39	124.880
387.60	124.708
387.82	124.578
388.03	124.658
388.24	124.253
388.46	124.252
